Assay.Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center.Name,Consent,DATASTORE.filetype,DATASTORE.provider,DATASTORE.region,Experiment,Instrument,Library.Name,LibraryLayout,LibrarySource,Organism,Platform,ReleaseDate,create_date,DPI,Influenza,SRA.Study,HostSpecies,Host.1,SampleID,HostGroup,HostType,SampleContext,Infection,Tissue,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,isolation_source,lat_lon,DOI,Collection_Date,HOST,Sample.Name,sample_type,genotype,isolate,strain,.tar_Folder,Body_System,broad.scale_environmental_context,Cultivar,dna_extracted_by,dna_extraction_date,dna_extraction_kit,environmental_medium,experimental_group,True_or_Neg,Expt_.,geographical_location,isolation_and_growth_condition,latitude_and_longitude,local_scale_environmental_context,organism..run.,Sampling.time.point.Days.Post.Infection.,Age_at_infection,Bird_ID,Bird_weight.g.,Bursa.BodyWeight.Ratio1000,Bursa_Weight_g,Date_of_Hatch,Date_of_Infection,Infecting_Agent,Isolator_.,sex,Log10_Virus_titer_.EID50_.mL_or_.g_tissue.,Log2_Fold_Change_in_Expression_of_IFN.a,Log2_Fold_Change_in_Expression_of_IFN.b,Log2_Fold_Change_in_Expression_of_IFN.L,Log2_Fold_Change_in_Expression_of_IFN.y,Log2_Fold_Change_in_Expression_of_IL.6,Log2_Fold_Change_in_Expression_of_LITAF,Log2_Fold_Change_in_Expression_of_Mx,Log2_Fold_Change_in_Expression_of_OAS,Infection_Status,samp_size,source_material_id,Path,collection_date,host,misc_param,Nickname,HASubType,Season,Age,NASubType,HASubType_NASubType,Genus,Species,Location,Season_SeasonYear,Feeding,Sex,Description,CoreGroup
CTS,249,7809200,PRJNA379944,SAMN06624100,"Microbe\, viral or environmental",3570341,SOUTH CHINA AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2659478,Illumina HiSeq 2000,GD1123-11,PAIRED,METAGENOMIC,chicken gut metagenome,ILLUMINA,2017-03-21T00:00:00Z,2017-03-21T12:54:00Z,5,Pos,SRP102237,Chicken,NA,SRR5364033,Poultry,Chicken,Experimental,Pos,NA,China,Asia,China:Guangdong,Intestine 11,NA,NA,10/10/2016,Gallus gallus,SH01 5.6_1.fq,metagenomic assembly,not collected,ileum,not collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
CTS,249,7724910,PRJNA379944,SAMN06624098,"Microbe\, viral or environmental",3626776,SOUTH CHINA AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2659480,Illumina HiSeq 2000,GD1123-9,PAIRED,METAGENOMIC,chicken gut metagenome,ILLUMINA,2017-03-21T00:00:00Z,2017-03-21T12:54:00Z,5,Pos,SRP102237,Chicken,NA,SRR5364035,Poultry,Chicken,Experimental,Pos,NA,China,Asia,China:Guangdong,Intestine 9,NA,NA,10/10/2016,Gallus gallus,SH01 5.5_1.fq,metagenomic assembly,not collected,ileum,not collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
CTS,249,7876070,PRJNA379944,SAMN06624096,"Microbe\, viral or environmental",3693968,SOUTH CHINA AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2659482,Illumina HiSeq 2000,GD1123-7,PAIRED,METAGENOMIC,chicken gut metagenome,ILLUMINA,2017-03-21T00:00:00Z,2017-03-21T12:54:00Z,5,Pos,SRP102237,Chicken,NA,SRR5364037,Poultry,Chicken,Experimental,Pos,NA,China,Asia,China:Guangdong,Intestine 7,NA,NA,10/10/2016,Gallus gallus,SH01 5.4_1.fq,metagenomic assembly,not collected,ileum,not collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
CTS,249,7859740,PRJNA379944,SAMN06624094,"Microbe\, viral or environmental",3268036,SOUTH CHINA AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2659484,Illumina HiSeq 2000,GD1123-5,PAIRED,METAGENOMIC,chicken gut metagenome,ILLUMINA,2017-03-21T00:00:00Z,2017-03-21T12:54:00Z,5,Neg,SRP102237,Chicken,NA,SRR5364039,Poultry,Chicken,Experimental,Neg,NA,China,Asia,China:Guangdong,Intestine 5,NA,NA,10/10/2016,Gallus gallus,mock 5.3_1.fq,metagenomic assembly,not collected,ileum,not collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Neg
CTS,249,7822460,PRJNA379944,SAMN06624092,"Microbe\, viral or environmental",3853852,SOUTH CHINA AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2659486,Illumina HiSeq 2000,GD1123-3,PAIRED,METAGENOMIC,chicken gut metagenome,ILLUMINA,2017-03-21T00:00:00Z,2017-03-21T12:54:00Z,5,Neg,SRP102237,Chicken,NA,SRR5364041,Poultry,Chicken,Experimental,Neg,NA,China,Asia,China:Guangdong,Intestine 3,NA,NA,10/10/2016,Gallus gallus,mock 5.2_1.fq,metagenomic assembly,not collected,ileum,not collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Neg
CTS,249,7842250,PRJNA379944,SAMN06624090,"Microbe\, viral or environmental",3845600,SOUTH CHINA AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2659488,Illumina HiSeq 2000,GD1123-1,PAIRED,METAGENOMIC,chicken gut metagenome,ILLUMINA,2017-03-21T00:00:00Z,2017-03-21T12:54:00Z,5,Neg,SRP102237,Chicken,NA,SRR5364043,Poultry,Chicken,Experimental,Neg,NA,China,Asia,China:Guangdong,Intestine 1,NA,NA,10/10/2016,Gallus gallus,mock 5.1_1.fq,metagenomic assembly,not collected,ileum,not collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Neg
OTHER,602,16800616,PRJNA644054,SAMN15446689,Metagenome or environmental,11590754,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668439,Illumina MiSeq,TOSIL101,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:54:00Z,5,Neg,SRP270067,Turkey,NA,SRR12148748_merged,Poultry,Turkey,Experimental,Neg,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL101,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',Mock,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,210,3.083448276,3.0834482,0.4471,2018-02-15T00:00:00,18-03-05,Phosphate Buffered Saline,2,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Neg
OTHER,602,31456908,PRJNA644054,SAMN15446727,Metagenome or environmental,20821313,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668892,Illumina MiSeq,TOSIL139,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148807_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL139,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-11-06,DNeasy PowerSoil Kit (Qiagen),not applicable',TKMN,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,280,1.60969697,1.609697,0.2656,2018-02-15T00:00:00,18-03-05,Influenza virus A/TK/MN/10734-2/95 (H5N2),6,male,1.823636111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,23877126,PRJNA644054,SAMN15446726,Metagenome or environmental,15975601,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668891,Illumina MiSeq,TOSIL138,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148808_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL138,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-11-06,DNeasy PowerSoil Kit (Qiagen),not applicable',TKMN,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,279,3.618421053,3.618421,0.55,2018-02-15T00:00:00,18-03-05,Influenza virus A/TK/MN/10734-2/95 (H5N2),6,male,0.970810556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,15285382,PRJNA644054,SAMN15446725,Metagenome or environmental,10621438,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668890,Illumina MiSeq,TOSIL137,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148809_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL137,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-11-06,DNeasy PowerSoil Kit (Qiagen),not applicable',TKMN,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,278,1.933125,1.933125,0.3093,2018-02-15T00:00:00,18-03-05,Influenza virus A/TK/MN/10734-2/95 (H5N2),6,female,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,33863102,PRJNA644054,SAMN15446724,Metagenome or environmental,21452166,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668889,Illumina MiSeq,TOSIL136,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148810_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL136,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-11-06,DNeasy PowerSoil Kit (Qiagen),not applicable',TKMN,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,277,2.061797753,2.0617979,0.367,2018-02-15T00:00:00,18-03-05,Influenza virus A/TK/MN/10734-2/95 (H5N2),6,male,3.032162778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,46695936,PRJNA644054,SAMN15446723,Metagenome or environmental,30470305,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668888,Illumina MiSeq,TOSIL135,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148811_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL135,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-11-06,DNeasy PowerSoil Kit (Qiagen),not applicable',TKMN,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,276,2.03006993,2.0300698,0.2903,2018-02-15T00:00:00,18-03-05,Influenza virus A/TK/MN/10734-2/95 (H5N2),6,male,1.311512222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,28065842,PRJNA644054,SAMN15446722,Metagenome or environmental,19563399,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668887,Illumina MiSeq,TOSIL134,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148812_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL134,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-11-06,DNeasy PowerSoil Kit (Qiagen),not applicable',TKMN,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,275,2.700714286,2.7007143,0.3781,2018-02-15T00:00:00,18-03-05,Influenza virus A/TK/MN/10734-2/95 (H5N2),6,female,1.877205556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,43356642,PRJNA644054,SAMN15446721,Metagenome or environmental,28335984,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668886,Illumina MiSeq,TOSIL133,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148813_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL133,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-11-06,DNeasy PowerSoil Kit (Qiagen),not applicable',TKMN,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,274,1.987903226,1.9879032,0.2465,2018-02-15T00:00:00,18-03-05,Influenza virus A/TK/MN/10734-2/95 (H5N2),6,female,2.119339444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,25013702,PRJNA644054,SAMN15446720,Metagenome or environmental,17206143,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668885,Illumina MiSeq,TOSIL132,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148814_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL132,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-11-06,DNeasy PowerSoil Kit (Qiagen),not applicable',TKMN,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,273,3.430909091,3.4309092,0.5661,2018-02-15T00:00:00,18-03-05,Influenza virus A/TK/MN/10734-2/95 (H5N2),6,male,1.067235556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,33249664,PRJNA644054,SAMN15446719,Metagenome or environmental,21943934,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668884,Illumina MiSeq,TOSIL131,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148815_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL131,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-11-06,DNeasy PowerSoil Kit (Qiagen),not applicable',TKMN,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,272,3.79375,3.79375,0.4856,2018-02-15T00:00:00,18-03-05,Influenza virus A/TK/MN/10734-2/95 (H5N2),5,female,2.895025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,24041472,PRJNA644054,SAMN15446718,Metagenome or environmental,16079862,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668882,Illumina MiSeq,TOSIL130,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148817_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL130,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-11-06,DNeasy PowerSoil Kit (Qiagen),not applicable',TKMN,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,271,3.058695652,3.0586956,0.2814,2018-02-15T00:00:00,18-03-05,Influenza virus A/TK/MN/10734-2/95 (H5N2),5,female,1.512933333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,39286520,PRJNA644054,SAMN15446717,Metagenome or environmental,25239903,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668881,Illumina MiSeq,TOSIL129,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148818_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL129,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-11-06,DNeasy PowerSoil Kit (Qiagen),not applicable',TKMN,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,270,1.955882353,1.9558823,0.266,2018-02-15T00:00:00,18-03-05,Influenza virus A/TK/MN/10734-2/95 (H5N2),5,male,2.693603889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,18686080,PRJNA644054,SAMN15446716,Metagenome or environmental,11964303,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668880,Illumina MiSeq,TOSIL128,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148819_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL128,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-11-06,DNeasy PowerSoil Kit (Qiagen),not applicable',TKMN,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,269,2.529661017,2.529661,0.2985,2018-02-15T00:00:00,18-03-05,Influenza virus A/TK/MN/10734-2/95 (H5N2),5,male,1.375795556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,22817004,PRJNA644054,SAMN15446715,Metagenome or environmental,15766395,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668879,Illumina MiSeq,TOSIL127,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148820_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL127,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-11-06,DNeasy PowerSoil Kit (Qiagen),not applicable',TKMN,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,268,3.439325843,3.4393258,0.3061,2018-02-15T00:00:00,18-03-05,Influenza virus A/TK/MN/10734-2/95 (H5N2),5,female,1.281513333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,26847996,PRJNA644054,SAMN15446714,Metagenome or environmental,17894091,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668878,Illumina MiSeq,TOSIL126,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148821_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL126,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-11-06,DNeasy PowerSoil Kit (Qiagen),not applicable',TKMN,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,267,2.909230769,2.9092307,0.5673,2018-02-15T00:00:00,18-03-05,Influenza virus A/TK/MN/10734-2/95 (H5N2),5,female,0.932240556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,29560608,PRJNA644054,SAMN15446713,Metagenome or environmental,19945247,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668877,Illumina MiSeq,TOSIL125,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148822_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL125,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-11-06,DNeasy PowerSoil Kit (Qiagen),not applicable',TKMN,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,266,3.504464286,3.5044644,0.3925,2018-02-15T00:00:00,18-03-05,Influenza virus A/TK/MN/10734-2/95 (H5N2),5,male,0.951525556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
