Assay.Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center.Name,Consent,DATASTORE.filetype,DATASTORE.provider,DATASTORE.region,Experiment,Instrument,Library.Name,LibraryLayout,LibrarySource,Organism,Platform,ReleaseDate,create_date,DPI,Influenza,SRA.Study,HostSpecies,Host.1,SampleID,HostGroup,HostType,SampleContext,Infection,Tissue,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,isolation_source,lat_lon,DOI,Collection_Date,HOST,Sample.Name,sample_type,genotype,isolate,strain,.tar_Folder,Body_System,broad.scale_environmental_context,Cultivar,dna_extracted_by,dna_extraction_date,dna_extraction_kit,environmental_medium,experimental_group,True_or_Neg,Expt_.,geographical_location,isolation_and_growth_condition,latitude_and_longitude,local_scale_environmental_context,organism..run.,Sampling.time.point.Days.Post.Infection.,Age_at_infection,Bird_ID,Bird_weight.g.,Bursa.BodyWeight.Ratio1000,Bursa_Weight_g,Date_of_Hatch,Date_of_Infection,Infecting_Agent,Isolator_.,sex,Log10_Virus_titer_.EID50_.mL_or_.g_tissue.,Log2_Fold_Change_in_Expression_of_IFN.a,Log2_Fold_Change_in_Expression_of_IFN.b,Log2_Fold_Change_in_Expression_of_IFN.L,Log2_Fold_Change_in_Expression_of_IFN.y,Log2_Fold_Change_in_Expression_of_IL.6,Log2_Fold_Change_in_Expression_of_LITAF,Log2_Fold_Change_in_Expression_of_Mx,Log2_Fold_Change_in_Expression_of_OAS,Infection_Status,samp_size,source_material_id,Path,collection_date,host,misc_param,Nickname,HASubType,Season,Age,NASubType,HASubType_NASubType,Genus,Species,Location,Season_SeasonYear,Feeding,Sex,Description,CoreGroup
AMPLICON,250,21573000,PRJNA464410,SAMN09104172,Metagenome or environmental,14493097,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066274,Illumina MiSeq,UCD.11.00020,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:52,NA,Neg,SRP145364,Duck,NorthernShoveler,SRR7146677,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,Sacramento\,GlennCounty\,NationalWildlifeRefuge",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2011,Anas,"CommonName:NorthernShoveler,TestforInfluenzaVirus:M.RTPCR,IDforMatching:UCD11.00020.P",Acly_neg_SNWR_Jan2011_5,neg,FW,U,neg,neg_neg,Anas,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",FW_1011,filter,M,Neg_FW_1011_Anasclypeata,Duck_Neg
AMPLICON,250,44839500,PRJNA464410,SAMN09104167,Metagenome or environmental,27936585,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066273,Illumina MiSeq,UCD.11.00008,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:52,NA,Neg,SRP145364,Duck,NorthernShoveler,SRR7146678,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,Sacramento\,GlennCounty\,NationalWildlifeRefuge",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2011,Anas,"CommonName:NorthernShoveler,TestforInfluenzaVirus:M.RTPCR,IDforMatching:UCD11.00008.P",Acly_neg_SNWR_Jan2011_2,neg,FW,U,neg,neg_neg,Anas,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",FW_1011,filter,M,Neg_FW_1011_Anasclypeata,Duck_Neg
AMPLICON,250,36033000,PRJNA464410,SAMN09104166,Metagenome or environmental,23261919,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066272,Illumina MiSeq,UCD.11.00007,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:52,NA,Neg,SRP145364,Duck,NorthernShoveler,SRR7146679,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,Sacramento\,GlennCounty\,NationalWildlifeRefuge",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2011,Anas,"CommonName:NorthernShoveler,TestforInfluenzaVirus:M.RTPCR,IDforMatching:UCD11.00007.P",Acly_neg_SNWR_Jan2011_1,neg,FW,U,neg,neg_neg,Anas,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",FW_1011,filter,M,Neg_FW_1011_Anasclypeata,Duck_Neg
AMPLICON,250,18238500,PRJNA464410,SAMN09104165,Metagenome or environmental,11260912,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066271,Illumina MiSeq,UCD.10.1297.CP,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:52,NA,Pos,SRP145364,Duck,Mallard,SRR7146680,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/30/2010,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD10.01297.CP",Apla_H4N6_GIWA_Jul2010_4,4,S,H,6,4_6,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_10,dabbling,F,Pos_S_10_Anasplatyrhynchos,Duck_Pos
AMPLICON,250,11529000,PRJNA464410,SAMN09104170,Metagenome or environmental,6777789,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066268,Illumina MiSeq,UCD.11.00015,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:52,NA,Neg,SRP145364,Duck,NorthernPintail,SRR7146683,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,Sacramento\,GlennCounty\,NationalWildlifeRefuge",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2011,Anas,"CommonName:NorthernPintailTestforInfluenzaVirus:M.RTPCR,IDforMatching:UCD11.00015.P",Aacu_neg_SNWR_Jan2011_5,neg,FW,U,neg,neg_neg,Anas,Anasacuta,"SacramentoNationalWildlifeRefuge,GlennCounty",FW_1011,dabbling,M,Neg_FW_1011_Anasacuta,Duck_Neg
AMPLICON,250,14284500,PRJNA464410,SAMN09104169,Metagenome or environmental,9057830,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066267,Illumina MiSeq,UCD.11.00012,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:52,NA,Neg,SRP145364,Duck,NorthernPintail,SRR7146684,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,Sacramento\,GlennCounty\,NationalWildlifeRefuge",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2011,Anas,"CommonName:NorthernPintailTestforInfluenzaVirus:M.RTPCR,IDforMatching:UCD11.00012.P",Aacu_neg_SNWR_Jan2011_4,neg,FW,U,neg,neg_neg,Anas,Anasacuta,"SacramentoNationalWildlifeRefuge,GlennCounty",FW_1011,dabbling,M,Neg_FW_1011_Anasacuta,Duck_Neg
AMPLICON,250,35781000,PRJNA464410,SAMN09104168,Metagenome or environmental,22023003,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066266,Illumina MiSeq,UCD.11.00009,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:52,NA,Neg,SRP145364,Duck,NorthernShoveler,SRR7146685,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,Sacramento\,GlennCounty\,NationalWildlifeRefuge",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2011,Anas,"CommonName:NorthernShoveler,TestforInfluenzaVirus:M.RTPCR,IDforMatching:UCD11.00009.P",Acly_neg_SNWR_Jan2011_3,neg,FW,U,neg,neg_neg,Anas,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",FW_1011,filter,M,Neg_FW_1011_Anasclypeata,Duck_Neg
AMPLICON,250,16088000,PRJNA464410,SAMN09104206,Metagenome or environmental,10440611,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066265,Illumina MiSeq,UCD.11.02566.P.H4,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:52,NA,Pos,SRP145364,Duck,Mallard,SRR7146686,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/12/2011,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD11.02566.P",Apla_H4N8_GIWA_Aug2011_2,4,S,H,8,4_8,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_11,dabbling,F,Pos_S_11_Anasplatyrhynchos,Duck_Pos
AMPLICON,250,10723000,PRJNA464410,SAMN09104207,Metagenome or environmental,7077259,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066264,Illumina MiSeq,UCD.11.02584.P.H4,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:52,NA,Pos,SRP145364,Duck,Mallard,SRR7146687,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/12/2011,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD11.02584.P",Apla_H4N9_GIWA_Aug2011_1,4,S,H,9,4_9,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_11,dabbling,M,Pos_S_11_Anasplatyrhynchos,Duck_Pos
AMPLICON,250,8409000,PRJNA464410,SAMN09104074,Metagenome or environmental,5583975,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066263,Illumina MiSeq,UCD.09.05235,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:52,NA,Neg,SRP145364,Duck,Mallard,SRR7146688,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,SolanoCounty\,SuisunMarsh/Balboa",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/27/2009,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR,IDforMatching:UCD09.05235.P",Apla_neg_SMB_Jul2009_3,neg,S,H,neg,neg_neg,Anas,Anasplatyrhynchos,"SuisunMarsh/Balboa,SolanoCounty",S_09,dabbling,M,Neg_S_09_Anasplatyrhynchos,Duck_Neg
AMPLICON,250,12199500,PRJNA464410,SAMN09104195,Metagenome or environmental,8047182,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066261,Illumina MiSeq,UCD.11.02535.P.H5,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:52,NA,Pos,SRP145364,Duck,Mallard,SRR7146690,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/12/2011,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD11.02535.P",Apla_H5N1_GIWA_Aug2011_3,5,S,H,1,5_1,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_11,dabbling,M,Pos_S_11_Anasplatyrhynchos,Duck_Pos
AMPLICON,250,16787000,PRJNA464410,SAMN09104194,Metagenome or environmental,10692291,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066260,Illumina MiSeq,UCD.11.02533.V.H4,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:52,NA,Pos,SRP145364,Duck,Mallard,SRR7146691,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/12/2011,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD11.02533.V",Apla_H4N6_GIWA_Aug2011_3,4,S,H,6,4_6,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_11,dabbling,M,Pos_S_11_Anasplatyrhynchos,Duck_Pos
AMPLICON,250,15697500,PRJNA464410,SAMN09104197,Metagenome or environmental,10020855,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066259,Illumina MiSeq,UCD.11.02538,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:53,NA,Neg,SRP145364,Duck,Mallard,SRR7146692,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/12/2011,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD11.02538.P",Apla_neg_GIWA_Aug2011_6,neg,S,H,neg,neg_neg,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_11,dabbling,F,Neg_S_11_Anasplatyrhynchos,Duck_Neg
AMPLICON,250,27719000,PRJNA464410,SAMN09104196,Metagenome or environmental,18087460,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066258,Illumina MiSeq,UCD.11.02536.H5,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:53,NA,Pos,SRP145364,Duck,Mallard,SRR7146693,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/12/2011,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD11.02536.V",Apla_H5N1_GIWA_Aug2011_4,5,S,H,1,5_1,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_11,dabbling,M,Pos_S_11_Anasplatyrhynchos,Duck_Pos
AMPLICON,250,10914000,PRJNA464410,SAMN09104199,Metagenome or environmental,7085675,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066257,Illumina MiSeq,UCD.11.02542.V.H5,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:52,NA,Pos,SRP145364,Duck,Mallard,SRR7146694,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/12/2011,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD11.02542.V",Apla_H5N1_GIWA_Aug2011_5,5,S,H,1,5_1,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_11,dabbling,M,Pos_S_11_Anasplatyrhynchos,Duck_Pos
AMPLICON,250,13421000,PRJNA464410,SAMN09104201,Metagenome or environmental,8680519,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066255,Illumina MiSeq,UCD.11.02547.V.H3,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:53,NA,Pos,SRP145364,Duck,Mallard,SRR7146696,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/12/2011,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD11.02547.V",Apla_H3N8_GIWA_Aug2011_2,3,S,H,8,3_8,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_11,dabbling,M,Pos_S_11_Anasplatyrhynchos,Duck_Pos
AMPLICON,250,10439000,PRJNA464410,SAMN09104200,Metagenome or environmental,6789717,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066254,Illumina MiSeq,UCD.11.02546,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:53,NA,Neg,SRP145364,Duck,Mallard,SRR7146697,Duck,Duck,Wild,Neg,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/12/2011,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD11.02546.P",Apla_neg_GIWA_Aug2011_8,neg,S,H,neg,neg_neg,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_11,dabbling,F,Neg_S_11_Anasplatyrhynchos,Duck_Neg
AMPLICON,250,9365500,PRJNA464410,SAMN09104203,Metagenome or environmental,6136664,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066253,Illumina MiSeq,UCD.11.02549.V.H3,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:53,NA,Pos,SRP145364,Duck,Mallard,SRR7146698,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/12/2011,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD11.02549.V",Apla_H3N8_GIWA_Aug2011_3,3,S,H,8,3_8,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_11,dabbling,F,Pos_S_11_Anasplatyrhynchos,Duck_Pos
AMPLICON,250,6431500,PRJNA464410,SAMN09104202,Metagenome or environmental,4190121,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066252,Illumina MiSeq,UCD.11.02548.P.H3,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:53,NA,Pos,SRP145364,Duck,Mallard,SRR7146699,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/12/2011,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD11.02548.P",Apla_H3Nunk_GIWA_Aug2011_1,3,S,H,unk,3_unk,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_11,dabbling,F,Pos_S_11_Anasplatyrhynchos,Duck_Pos
AMPLICON,250,11891000,PRJNA464410,SAMN09104210,Metagenome or environmental,7838720,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066251,Illumina MiSeq,UCD.11.02594.P.H4,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:53,NA,Pos,SRP145364,Duck,Mallard,SRR7146700,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,SolanoCounty\,GrizzlyIslandWildlifeArea(GIWA)",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/12/2011,Anas,"CommonName:Mallard,TestforInfluenzaVirus:M.RTPCR.VI,IDforMatching:UCD11.02594.P",Apla_H4N6_GIWA_Aug2011_6,4,S,H,6,4_6,Anas,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",S_11,dabbling,F,Pos_S_11_Anasplatyrhynchos,Duck_Pos
AMPLICON,250,14820500,PRJNA464410,SAMN09104083,Metagenome or environmental,9815786,UC DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4066250,Illumina MiSeq,UCD.09.05255.V,PAIRED,METAGENOMIC,gut metagenome,ILLUMINA,5/9/2018 20:00,5/10/2018 12:53,NA,Pos,SRP145364,Duck,Mallard,SRR7146701,Duck,Duck,Wild,Pos,NA,USA,North America,"USA:California\,SolanoCounty\,SuisunMarsh/ArnoldRanch",cloacal swab,missing,10.1128/mSphere.00382-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/28/2009,Anas,"CommonName:Mallard,TestforInfluenzaVirus:VI,IDforMatching:UCD09.05255.V",Apla_H3N8_SMAR_Jul2009_1,3,S,H,8,3_8,Anas,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",S_09,dabbling,F,Pos_S_09_Anasplatyrhynchos,Duck_Pos
