model,held_out_site,n_test,pos_rate_test,AUC,PR_AUC,MCC
ExtraTrees,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",96,0.6770833333333334,0.5672456575682382,0.7475503883393426,-0.038090125986953854
ExtraTrees,"SacramentoNationalWildlifeRefuge,GlennCounty",80,0.4375,0.16190476190476188,0.3157552028304772,-0.48007935851918326
ExtraTrees,"ConawayRanch,YoloCounty",43,0.5813953488372093,0.6000000000000001,0.7062812572295614,0.044444444444444446
