model,held_out_site,n_test,pos_rate_test,AUC,PR_AUC,MCC
L1-LR,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",96,0.6770833333333334,0.6540942928039702,0.7608860237651158,0.18432634340131182
L1-LR,"SacramentoNationalWildlifeRefuge,GlennCounty",80,0.4375,0.12634920634920632,0.2851257523015332,-0.455190425731965
L1-LR,"ConawayRanch,YoloCounty",43,0.5813953488372093,0.6266666666666667,0.7080016609306992,0.1655673622436778
