FeatureID,t,p,FDR,mean_clr_Pos,mean_clr_Neg,direction,prevalence,Phylum,Family,Genus
5d53bfb2037f7206f04684269c8aef31,0.5786814439714737,0.5633982737122145,0.76792821735451,-1.0249735918691325,-1.106693265114981,Pos↑,0.1076923076923077,Thermodesulfobacteriota,Desulfovibrionaceae,Desulfovibrio
d27439ff64e05809b9e00cfa519cdcac,-0.5686786958175459,0.5700830453516449,0.76792821735451,1.7317995028588402,1.9101221132484592,Pos↓,0.6884615384615385,Fusobacteriota,Leptotrichiaceae,
ef4b9171648179be3a8fb9699fbb94bd,0.568212656709409,0.5704609614633502,0.76792821735451,-1.001587456975868,-1.0855213475924625,Pos↑,0.13076923076923078,Bacteroidota,Tannerellaceae,Parabacteroides
f52c8cce50655f4bc6b73387b9a7e1a5,-0.5458307287171897,0.5857430948249267,0.7736229554291484,-0.8298372002435289,-0.7175877083114041,Pos↓,0.16153846153846155,Bacillota,Catellicoccaceae,Catellicoccus
8e7f285d81ef2b399b0301d21e6061e5,0.5202766668306998,0.6033442881598159,0.7821129661330947,-0.3960988605129289,-0.5169933639025133,Pos↑,0.2423076923076923,Bacteroidota,,
ca53da738ef5a0dbe50fe54061231539,0.46446571303935086,0.6427648862687648,0.8044808925138237,-0.34046713903731934,-0.44286254520843477,Pos↑,0.2846153846153846,Bacillota,Oscillospiraceae,
a50e8f12c186085277959f55303ef905,0.4632754385349316,0.643584714011059,0.8044808925138237,-0.9645767384512339,-1.033832455782625,Pos↑,0.12307692307692308,Bacillota,Ruminococcaceae,Faecalibacterium
977711915cab8af85bbf09f4af3954f1,-0.42038288717057337,0.6746058259953709,0.8284632950820344,-0.6195396189781379,-0.5267744275137157,Pos↓,0.21923076923076923,Bacillota,Selenomonadaceae,Megamonas
5702680e7007498a309e6e376da0f72f,-0.3564333990976471,0.7218367649484526,0.8664621844863232,-0.8639803688091192,-0.7987067387911271,Pos↓,0.16923076923076924,Fusobacteriota,Leptotrichiaceae,Oceanivirga
00b629e3b3acc8ca9d9839c41326c6e7,0.3450953813986099,0.730303841209901,0.8664621844863232,-1.0606863890877043,-1.1108840822305555,Pos↑,0.1,Pseudomonadota,Moraxellaceae,Moraxella
adc4c72e3b695adcbeb1d03eb1f48da5,0.2942713056446601,0.7688226486382023,0.8969597567445694,-0.49609959233008943,-0.5661832847521193,Pos↑,0.23846153846153847,Bacillota,Fusibacteraceae,Fusibacter
6e37ae39569a812f7c984ba534ac91de,-0.26333112748134174,0.7925281383390893,0.9070387743913556,-1.0810851222304056,-1.0453258516290964,Pos↓,0.12307692307692308,Pseudomonadota,Enterobacteriaceae,Escherichia-Shigella
efb1124a7b972fc805d2cdd072bb7a09,-0.24288537406751137,0.8083231747315276,0.9070387743913556,-1.1156676029155783,-1.0863409708020377,Pos↓,0.11538461538461539,Bacillota,Ruminococcaceae,Incertae_Sedis
eb04e82f5de40a4c6ab43c4b470e4cba,0.2325151886002111,0.8163348969522201,0.9070387743913556,-0.4448085719372882,-0.5034072509310524,Pos↑,0.2,Bacillota,,
d74cd6582859d0be37e097cbfddc31d1,0.1896791251675366,0.8497315078280262,0.9167112088351616,-0.9872688221408006,-1.016527512898492,Pos↑,0.12307692307692308,Bacillota,Oscillospiraceae,Colidextribacter
4ce32c4ee3d941f584c8b7a108fe68db,-0.18778277015497277,0.8512318367755072,0.9167112088351616,-0.874180892990007,-0.8422566013330892,Pos↓,0.16923076923076924,Bacillota,Oscillospiraceae,UCG-005
282df84e87013a21e2f3d41c9042f9d6,0.14818528822424465,0.8823330025584636,0.9358077299862492,-0.5719958170342735,-0.6026269914280539,Pos↑,0.25,Bacteroidota,Prevotellaceae,
9ccfad1833dbe06085dda16682bdb9ef,-0.12707949223966689,0.8989811513138143,0.9392340386860746,-0.839623287935135,-0.8202914690809279,Pos↓,0.2153846153846154,Bacillota,,
408c8c2da176e400b44ff317ac0876d3,-0.0607878801870705,0.9515813715354384,0.9722817644536333,-0.5321376760935922,-0.5194333299019506,Pos↓,0.25769230769230766,Bacteroidota,Prevotellaceae,Prevotellaceae_Ga6A1_group
024cc2ba42a565cbc58e93e2c896bb5a,0.05223554788929172,0.9583920249614385,0.9722817644536333,-0.1154475674986984,-0.13127689031852025,Pos↑,0.2846153846153846,Fusobacteriota,Fusobacteriaceae,Cetobacterium
c4abcba67bae771e7b6acab924c3a033,0.02818458759041231,0.977541783425607,0.977541783425607,-0.7425182155742536,-0.7482251537909381,Pos↑,0.18076923076923077,Bacillota,Erysipelatoclostridiaceae,Thomasclavelia
